id,year,age,sex,educ,hrs1,happy,childs
2450,2024,43,1,18,55,1,2
2451,2024,26,2,18,,2,0
2452,2024,48,1,16,60,2,2
2453,2024,39,2,14,40,2,2
2454,2024,32,1,18,43,2,4
2455,2024,86,1,13,,3,3
2456,2024,62,2,20,,2,2
2457,2024,60,2,14,16,1,2
2458,2024,50,1,17,40,1,0
2459,2024,35,1,15,30,2,0
2460,2024,49,1,10,40,2,4
2461,2024,48,1,12,40,1,3
2462,2024,89,2,6,,3,8
2463,2024,57,2,12,41,2,0
2464,2024,72,2,15,,2,8
2465,2024,71,2,16,,2,2
2466,2024,71,1,12,,2,1
2467,2024,29,2,14,,2,0
2468,2024,64,1,14,40,3,1
2469,2024,34,2,19,32,1,0
2470,2024,80,1,16,,2,8
2471,2024,56,2,18,40,2,4
2472,2024,19,2,13,,3,0
2473,2024,48,2,9,,3,3
2474,2024,34,1,13,,3,1
2475,2024,60,2,13,40,3,2
2476,2024,53,1,13,,3,4
2477,2024,65,1,9,,1,3
2478,2024,40,1,,50,2,0
2479,2024,40,2,12,,3,5
2480,2024,73,2,11,,2,4
2481,2024,,1,14,,2,2
2482,2024,66,2,15,32,1,0
2483,2024,24,1,12,38,3,1
2484,2024,39,1,13,,2,1
2485,2024,68,2,11,,2,0
2486,2024,73,2,12,,3,2
2487,2024,56,1,12,,3,0
2488,2024,71,1,12,,2,4
2489,2024,56,2,14,40,2,1
2490,2024,66,1,17,0,2,4
2491,2024,29,2,16,40,2,2
2492,2024,71,2,12,,2,3
2493,2024,49,2,12,,2,4
2494,2024,78,2,15,,2,2
2495,2024,59,1,13,,1,2
2496,2024,39,1,14,40,1,0
2497,2024,35,2,13,,2,0
2498,2024,52,2,12,,2,3
2499,2024,53,1,15,50,,8
2500,2024,70,1,18,,2,4
2501,2024,27,1,15,40,2,0
2502,2024,55,1,11,,3,8
2503,2024,67,2,14,,1,4
2504,2024,41,2,12,12,3,2
2505,2024,28,2,12,,2,6
2506,2024,75,2,12,,2,3
2507,2024,18,2,12,,2,0
2508,2024,22,2,14,0,2,0
2509,2024,49,2,14,40,2,1
2510,2024,23,2,13,30,2,1
2511,2024,40,1,13,,3,2
2512,2024,67,1,12,,2,0
2513,2024,79,2,14,,3,0
2514,2024,71,2,16,,2,0
2515,2024,71,2,18,25,1,2
2516,2024,70,1,17,,2,2
2517,2024,56,1,,,3,3
2518,2024,74,2,10,,2,4
2519,2024,57,1,12,,3,3
2520,2024,,1,6,,2,4
2521,2024,27,1,12,,1,0
2522,2024,62,1,11,,2,4
2523,2024,26,1,12,39,3,2
2524,2024,32,2,16,,2,0
2525,2024,66,1,11,,3,1
2526,2024,34,2,12,42,2,1
2527,2024,37,2,16,60,2,0
2528,2024,46,2,18,35,2,0
2529,2024,33,2,13,,3,3
2530,2024,44,1,11,5,2,6
2531,2024,63,2,12,,3,1
2532,2024,37,2,14,38,3,2
2533,2024,40,2,16,75,2,1
2534,2024,32,1,14,32,2,0
2535,2024,70,2,16,,2,
2536,2024,72,2,16,,2,1
2537,2024,66,2,11,,1,2
2538,2024,80,1,15,,2,2
2539,2024,67,1,13,,2,2
2540,2024,63,2,12,40,2,0
2541,2024,38,1,12,,2,0
2542,2024,52,1,20,40,3,0
2543,2024,53,2,17,,1,0
2544,2024,46,2,16,,2,0
2545,2024,54,1,16,40,2,0
2546,2024,29,2,16,60,2,0
2547,2024,56,2,6,,3,0
2548,2024,50,2,18,,2,0
2549,2024,19,2,12,32,2,0
2550,2024,32,1,18,,3,0
2551,2024,30,2,12,,2,4
2552,2024,,,3,50,2,0
2553,2024,22,2,11,,3,0
2554,2024,35,1,14,40,3,0
2555,2024,76,1,18,,2,0
2556,2024,19,2,14,33,1,0
2557,2024,33,1,12,40,2,0
2558,2024,53,2,12,32,2,2
2559,2024,72,1,12,,1,4
2560,2024,,,19,,2,
2561,2024,30,2,12,,2,2
2562,2024,29,2,16,,2,1
2563,2024,61,2,16,,2,3
2564,2024,37,2,13,40,1,4
2565,2024,25,1,16,50,1,0
2566,2024,57,1,12,46,2,5
2567,2024,81,1,12,,2,0
2568,2024,74,2,18,,3,2
2569,2024,70,1,15,,3,2
2570,2024,72,2,16,,2,2
2571,2024,,1,12,,2,0
2572,2024,45,1,12,40,2,0
2573,2024,41,1,14,45,2,5
2574,2024,31,2,13,,3,2
2575,2024,36,1,12,41,2,3
2576,2024,75,1,15,,1,0
2577,2024,66,1,14,,3,4
2578,2024,69,2,12,,2,0
2579,2024,,,,,,
2580,2024,43,2,13,37,2,1
2581,2024,26,1,14,40,2,0
2582,2024,33,2,14,61,3,3
2583,2024,59,2,16,,2,0
2584,2024,61,2,14,40,2,1
2585,2024,29,2,11,36,2,4
2586,2024,67,1,14,,3,0
2587,2024,48,2,12,6,3,6
2588,2024,47,2,10,,3,2
2589,2024,76,2,12,,1,5
2590,2024,44,1,17,40,2,2
2591,2024,23,1,13,40,2,0
2592,2024,62,2,14,40,1,2
2593,2024,34,2,12,24,2,2
2594,2024,83,2,16,,2,2
2595,2024,68,2,17,,3,0
2596,2024,43,2,20,40,1,3
2597,2024,36,1,16,40,1,1
2598,2024,77,2,18,,3,1
2599,2024,47,1,16,35,1,2
2600,2024,45,2,14,,2,1
2601,2024,48,2,14,40,3,7
2602,2024,36,2,16,40,3,2
2603,2024,64,1,14,,2,3
2604,2024,42,1,20,40,2,3
2605,2024,32,1,16,40,2,0
2606,2024,63,1,13,40,2,3
2607,2024,26,2,11,,3,5
2608,2024,29,2,12,,2,4
2609,2024,32,2,11,,2,5
2610,2024,39,2,12,40,2,4
2611,2024,54,1,10,,1,6
2612,2024,73,2,13,,3,2
2613,2024,45,2,13,30,3,5
2614,2024,30,2,14,32,2,1
2615,2024,62,1,9,,2,0
2616,2024,81,2,13,,2,3
2617,2024,74,2,8,,2,2
2618,2024,67,2,14,,2,4
2619,2024,46,2,14,40,2,0
2620,2024,59,1,12,,3,4
2621,2024,74,1,12,,3,6
2622,2024,64,1,9,,3,3
2623,2024,21,1,14,,2,0
2624,2024,65,2,14,45,2,1
2625,2024,64,1,16,32,1,4
2626,2024,,1,12,40,1,1
2627,2024,18,1,11,15,2,0
2628,2024,41,1,13,40,2,0
2629,2024,78,2,16,,1,3
2630,2024,58,2,12,55,1,3
2631,2024,65,2,13,,3,2
2632,2024,27,1,14,40,3,0
2633,2024,63,2,13,40,1,0
2634,2024,76,1,20,,2,0
2635,2024,56,2,16,30,1,2
2636,2024,35,1,12,40,2,2
2637,2024,42,1,11,,2,2
2638,2024,89,1,20,,3,2
2639,2024,45,2,12,35,1,0
2640,2024,62,1,17,60,2,3
2641,2024,37,2,20,45,2,3
2642,2024,43,1,15,40,2,1
2643,2024,69,2,16,,3,3
2644,2024,22,1,12,44,2,0
2645,2024,49,1,12,40,1,0
2646,2024,65,1,16,,2,3
2647,2024,41,2,12,65,1,3
2648,2024,68,2,14,,2,0
2649,2024,34,1,16,40,1,0
2650,2024,22,2,14,,2,0
2651,2024,61,2,12,,3,0
2652,2024,30,2,12,40,1,2
2653,2024,31,2,16,,2,2
2654,2024,83,2,12,,2,3
2655,2024,20,1,14,40,2,0
2656,2024,75,2,13,14,1,3
2657,2024,29,2,12,40,2,3
2658,2024,37,2,15,,3,3
2659,2024,81,2,15,,2,6
2660,2024,18,2,12,,2,0
2661,2024,79,2,18,,2,3
2662,2024,21,2,14,45,1,0
2663,2024,68,1,12,,2,3
2664,2024,86,1,12,,2,4
2665,2024,77,2,12,,2,2
2666,2024,67,2,12,,2,0
2667,2024,73,1,12,,3,3
2668,2024,34,2,17,,2,2
2669,2024,71,1,12,,2,3
2670,2024,25,2,12,24,3,0
2671,2024,48,1,12,70,3,1
2672,2024,33,2,14,28,2,0
2673,2024,44,1,12,55,1,5
2674,2024,38,1,12,40,2,0
2675,2024,82,1,11,,3,1
2676,2024,18,1,12,,2,0
2677,2024,82,2,16,,1,3
2678,2024,56,1,12,56,2,2
2679,2024,55,2,16,,3,0
2680,2024,68,2,16,,3,4
2681,2024,67,1,14,60,2,1
2682,2024,58,2,6,,3,4
2683,2024,26,1,12,40,2,0
2684,2024,67,1,13,,2,2
2685,2024,34,1,6,40,1,3
2686,2024,43,1,14,,3,0
2687,2024,73,2,16,,2,3
2688,2024,62,1,16,45,1,3
2689,2024,24,1,15,,3,0
2690,2024,,2,17,50,3,1
2691,2024,70,1,12,,2,2
2692,2024,47,1,11,45,3,8
2693,2024,53,2,13,46,2,1
2694,2024,64,2,16,,1,4
2695,2024,67,2,12,,2,3
2696,2024,35,1,12,40,1,0
2697,2024,36,2,16,40,2,2
2698,2024,,2,16,,2,2
2699,2024,32,1,17,40,2,0
2700,2024,65,1,12,,1,3
2701,2024,84,1,16,,2,1
2702,2024,59,1,16,40,2,0
2703,2024,24,2,12,,2,3
2704,2024,51,2,14,44,2,3
2705,2024,36,2,12,,2,3
2706,2024,30,1,0,40,2,0
2707,2024,41,2,16,43,2,1
2708,2024,31,1,12,,3,0
2709,2024,43,1,15,48,2,0
2710,2024,33,2,13,34,2,1
2711,2024,25,1,16,40,2,0
2712,2024,53,1,15,60,2,4
2713,2024,53,2,12,,1,3
2714,2024,63,2,12,40,2,2
2715,2024,38,1,14,40,1,0
2716,2024,31,1,12,,3,1
2717,2024,40,1,16,36,3,1
2718,2024,,1,17,40,2,0
2719,2024,67,1,11,,2,0
2720,2024,73,1,12,,1,1
2721,2024,68,2,16,,2,2
2722,2024,67,2,18,,2,4
2723,2024,67,2,16,7,2,0
2724,2024,39,1,17,45,1,0
2725,2024,57,2,18,,2,8
2726,2024,,2,16,,1,0
2727,2024,60,1,13,40,1,2
2728,2024,72,2,14,,2,0
2729,2024,66,2,16,,2,2
2730,2024,64,2,12,15,2,2
2731,2024,63,2,16,24,1,1
2732,2024,74,1,16,50,1,2
2733,2024,42,1,12,58,2,4
2734,2024,53,2,20,,1,2
2735,2024,49,1,18,40,2,3
2736,2024,58,2,20,25,2,2
2737,2024,66,1,13,,1,3
2738,2024,64,1,14,50,2,2
2739,2024,35,2,14,40,2,3
2740,2024,55,1,12,40,2,4
2741,2024,70,2,12,15,2,3
2742,2024,42,2,12,35,2,3
2743,2024,32,2,19,45,1,1
2744,2024,,1,12,,2,1
2745,2024,69,1,12,,3,2
2746,2024,36,2,11,40,1,4
2747,2024,41,1,12,60,3,1
2748,2024,,2,12,50,2,1
2749,2024,33,1,16,40,2,0
2750,2024,30,2,16,,2,2
2751,2024,69,1,6,,3,8
2752,2024,23,1,14,40,3,0
2753,2024,42,2,13,40,1,3
2754,2024,52,2,16,40,1,4
2755,2024,57,2,20,,2,0
2756,2024,60,1,16,36,3,2
2757,2024,50,1,12,43,3,2
2758,2024,75,2,14,,2,2
2759,2024,83,2,12,,2,6
2760,2024,70,1,16,,3,1
2761,2024,32,1,16,40,1,0
2762,2024,26,2,16,25,2,0
2763,2024,22,2,12,,2,0
2764,2024,64,1,15,,2,6
2765,2024,32,2,12,36,3,4
2766,2024,31,1,17,40,2,0
2767,2024,50,2,12,,2,3
2768,2024,71,1,18,,2,0
2769,2024,29,2,11,37,1,3
2770,2024,19,1,13,35,3,0
2771,2024,32,2,14,40,3,3
2772,2024,28,1,16,85,2,0
2773,2024,54,1,12,,2,3
2774,2024,56,1,10,60,1,0
2775,2024,67,1,7,,2,2
2776,2024,56,1,12,,1,0
2777,2024,47,2,12,,3,3
2778,2024,34,2,10,,2,3
2779,2024,18,2,9,19,3,0
2780,2024,49,1,11,70,3,3
2781,2024,63,2,,20,2,1
2782,2024,44,2,14,36,3,4
2783,2024,66,2,11,,3,5
2784,2024,75,1,20,,1,3
2785,2024,64,2,10,,2,1
2786,2024,70,2,12,40,2,2
2787,2024,59,2,16,35,2,0
2788,2024,65,1,16,,2,2
2789,2024,25,1,16,40,1,1
2790,2024,21,2,13,40,2,0
2791,2024,33,2,12,40,2,3
2792,2024,36,1,9,,2,3
2793,2024,56,,,25,3,0
2794,2024,22,1,11,32,2,1
2795,2024,25,2,14,,2,1
2796,2024,22,1,12,40,,
2797,2024,33,2,14,,2,3
2798,2024,29,2,15,70,1,3
2799,2024,55,1,16,45,2,2
2800,2024,19,1,12,35,2,0
2801,2024,46,2,10,,1,4
2802,2024,26,2,16,40,3,0
2803,2024,72,1,12,,1,0
2804,2024,57,2,12,40,3,3
2805,2024,71,2,14,,2,0
2806,2024,62,1,16,,2,2
2807,2024,63,1,16,,2,3
2808,2024,24,1,13,40,2,0
2809,2024,39,1,16,80,3,0
2810,2024,27,1,12,70,2,0
2811,2024,54,2,14,80,1,3
2812,2024,46,1,13,60,2,2
2813,2024,43,2,14,,2,2
2814,2024,30,2,12,,1,4
2815,2024,38,2,12,,2,2
2816,2024,48,1,14,40,2,2
2817,2024,45,1,15,40,2,3
2818,2024,28,2,14,40,1,0
2819,2024,42,2,16,16,2,2
2820,2024,52,2,13,40,2,3
2821,2024,66,1,13,,2,3
2822,2024,74,2,11,,3,4
2823,2024,18,1,16,6,2,
2824,2024,29,2,14,,1,2
2825,2024,22,1,12,30,3,0
2826,2024,30,1,12,40,1,5
2827,2024,44,1,14,,3,0
2828,2024,51,2,14,,3,5
2829,2024,43,1,12,50,3,0
2830,2024,36,2,20,,1,0
2831,2024,42,2,16,40,3,2
2832,2024,39,1,16,,2,0
2833,2024,69,1,13,,3,2
2834,2024,61,1,12,,2,0
2835,2024,45,2,14,40,2,2
2836,2024,20,2,12,,2,0
2837,2024,59,2,13,,3,4
2838,2024,29,2,16,54,3,0
2839,2024,55,2,13,,2,4
2840,2024,38,2,12,30,3,5
2841,2024,58,2,12,6,2,0
2842,2024,39,2,15,42,1,2
2843,2024,61,1,13,,2,4
2844,2024,54,2,16,,3,3
2845,2024,39,2,14,,2,0
2846,2024,55,2,12,25,2,2
2847,2024,39,2,10,,3,0
2848,2024,23,1,12,37,2,0
2849,2024,25,1,12,20,3,0
2850,2024,60,1,11,,3,3
2851,2024,36,2,12,,2,2
2852,2024,42,2,12,,2,4
2853,2024,42,2,16,,3,8
2854,2024,26,2,20,40,2,0
2855,2024,,1,12,55,3,2
2856,2024,67,1,16,,1,0
2857,2024,76,2,16,,3,4
2858,2024,67,2,12,,2,2
2859,2024,88,2,13,,2,2
2860,2024,27,1,12,,2,2
2861,2024,62,1,15,,2,4
2862,2024,84,2,13,,1,4
2863,2024,66,1,14,40,2,5
2864,2024,53,1,20,60,2,1
2865,2024,73,2,12,,3,0
2866,2024,23,1,16,50,3,0
2867,2024,56,1,18,45,2,3
2868,2024,36,1,14,50,2,5
2869,2024,61,2,15,,2,3
2870,2024,51,1,18,40,2,6
2871,2024,71,1,16,,2,4
2872,2024,77,2,11,,2,3
2873,2024,38,2,16,12,2,4
2874,2024,31,2,12,,2,3
2875,2024,37,1,18,,2,0
2876,2024,76,2,16,,2,2
2877,2024,65,1,14,51,2,1
2878,2024,24,1,14,40,1,1
2879,2024,30,2,10,,1,4
2880,2024,31,1,13,40,2,0
2881,2024,79,2,17,,2,4
2882,2024,74,1,13,,3,5
2883,2024,34,1,14,40,1,0
2884,2024,38,1,11,40,2,4
2885,2024,19,1,15,,1,0
2886,2024,48,2,18,40,2,2
2887,2024,,1,15,40,1,2
2888,2024,,1,6,25,3,1
2889,2024,68,1,7,,1,1
2890,2024,44,1,18,,3,0
2891,2024,55,2,14,20,2,4
2892,2024,54,2,17,36,2,0
2893,2024,52,2,6,40,2,2
2894,2024,61,2,12,40,1,1
2895,2024,61,2,13,,2,0
2896,2024,57,1,14,40,2,2
2897,2024,60,2,16,,2,2
2898,2024,55,1,18,,1,1
2899,2024,60,1,14,40,3,2
2900,2024,42,1,14,70,1,6
2901,2024,55,1,20,,1,0
2902,2024,56,1,12,,2,2
2903,2024,35,2,12,30,1,2
2904,2024,22,2,12,,1,4
2905,2024,,2,12,,1,4
2906,2024,67,2,14,54,2,3
2907,2024,73,2,13,,2,2
2908,2024,60,2,15,40,3,2
2909,2024,34,2,10,34,1,4
2910,2024,80,1,16,,2,0
2911,2024,62,2,17,40,2,1
2912,2024,52,2,16,40,2,2
2913,2024,44,2,16,10,2,1
2914,2024,74,2,20,20,1,0
2915,2024,56,2,14,35,2,0
2916,2024,43,2,20,45,1,2
2917,2024,60,2,13,24,3,3
2918,2024,32,2,18,40,2,1
2919,2024,67,2,15,8,2,0
2920,2024,47,1,16,30,2,2
2921,2024,80,2,12,,2,4
2922,2024,70,2,12,,3,3
2923,2024,49,1,16,50,2,2
2924,2024,44,1,12,46,3,2
2925,2024,37,2,20,40,2,0
2926,2024,33,1,17,,2,0
2927,2024,49,2,14,,3,0
2928,2024,22,2,16,,3,0
2929,2024,27,2,12,,1,0
2930,2024,77,1,12,,,0
2931,2024,69,2,16,,2,2
2932,2024,63,1,18,16,1,2
2933,2024,41,2,14,4,1,4
2934,2024,72,1,16,,2,1
2935,2024,70,1,14,10,1,2
2936,2024,44,2,16,40,2,3
2937,2024,41,1,16,40,2,1
2938,2024,39,2,12,,2,3
2939,2024,40,1,13,50,1,2
2940,2024,51,1,16,40,1,0
2941,2024,37,1,20,0,2,0
2942,2024,65,2,14,,2,2
2943,2024,33,1,14,34,2,0
2944,2024,70,1,12,,3,1
2945,2024,67,1,17,,2,2
2946,2024,35,2,18,,2,1
2947,2024,,2,13,40,3,1
2948,2024,55,1,15,65,2,3
2949,2024,44,2,15,40,2,2
2950,2024,37,2,16,,1,3
2951,2024,68,2,12,,2,3
2952,2024,77,1,13,,2,3
2953,2024,43,2,17,,2,2
2954,2024,28,2,12,20,2,0
2955,2024,28,2,16,40,1,0
2956,2024,31,2,17,45,2,0
2957,2024,62,1,12,8,2,2
2958,2024,67,2,16,,1,0
2959,2024,38,2,16,40,1,2
2960,2024,31,2,12,50,3,0
2961,2024,59,1,13,12,3,1
2962,2024,38,2,14,,2,3
2963,2024,43,1,5,46,3,0
2964,2024,54,2,19,,3,2
2965,2024,64,2,12,,2,5
2966,2024,69,1,12,,2,1
2967,2024,38,2,12,24,1,1
2968,2024,39,1,16,,2,1
2969,2024,47,2,18,45,2,2
2970,2024,37,2,18,30,1,3
2971,2024,52,2,18,,3,3
2972,2024,56,2,16,,2,2
2973,2024,61,1,16,45,2,4
2974,2024,55,2,20,,1,3
2975,2024,74,2,16,,1,2
2976,2024,65,2,16,,1,5
2977,2024,63,1,16,40,1,2
2978,2024,19,2,14,,3,0
2979,2024,51,2,16,28,3,2
2980,2024,74,1,16,,1,0
2981,2024,77,2,16,,3,1
2982,2024,75,1,16,,3,0
2983,2024,40,2,18,60,2,3
2984,2024,49,1,16,65,1,5
2985,2024,78,1,15,,2,3
2986,2024,76,1,18,,2,1
2987,2024,71,1,12,,2,5
2988,2024,43,1,14,42,2,0
2989,2024,33,2,13,,2,2
2990,2024,58,1,12,50,2,3
2991,2024,52,2,17,30,2,2
2992,2024,63,1,13,,2,2
2993,2024,68,2,12,,3,3
2994,2024,76,2,12,20,1,0
2995,2024,73,1,12,,2,4
2996,2024,67,2,16,,2,3
2997,2024,79,1,14,,2,2
2998,2024,66,2,13,,2,0
2999,2024,79,1,13,,2,2
3000,2024,39,2,16,,2,1
3001,2024,30,2,11,,2,1
3002,2024,46,2,12,80,2,2
3003,2024,75,2,14,,2,3
3004,2024,84,1,17,,2,3
3005,2024,71,2,12,,1,1
3006,2024,66,1,18,,3,3
3007,2024,69,1,13,,3,2
3008,2024,58,1,16,,1,0
3009,2024,57,1,16,46,2,0
3010,2024,21,2,14,,2,1
3011,2024,24,2,14,22,3,0
3012,2024,31,2,15,50,2,4
3013,2024,25,1,12,,3,0
3014,2024,40,2,13,,3,4
3015,2024,73,1,18,,1,0
3016,2024,49,1,13,50,2,2
3017,2024,41,2,14,,2,5
3018,2024,40,2,14,40,1,3
3019,2024,26,1,10,69,3,1
3020,2024,27,2,12,,2,1
3021,2024,37,2,13,40,3,2
3022,2024,43,1,12,,2,2
3023,2024,36,1,17,35,2,3
3024,2024,46,2,13,,3,2
3025,2024,61,2,11,,2,3
3026,2024,54,2,14,,2,1
3027,2024,73,2,12,,2,2
3028,2024,55,1,12,,2,0
3029,2024,63,1,9,,2,1
3030,2024,47,2,8,,2,6
3031,2024,31,2,12,,2,4
3032,2024,20,1,12,,3,0
3033,2024,35,1,12,40,1,4
3034,2024,34,2,12,,2,1
3035,2024,42,1,12,32,2,2
3036,2024,26,2,13,20,2,2
3037,2024,55,1,11,37,2,0
3038,2024,21,1,12,40,1,1
3039,2024,64,2,16,20,2,3
3040,2024,68,2,15,,3,3
3041,2024,43,2,6,41,2,2
3042,2024,73,1,12,,1,2
3043,2024,28,1,14,48,2,0
3044,2024,38,2,12,25,2,5
3045,2024,59,2,6,,2,3
3046,2024,77,2,14,,2,0
3047,2024,63,2,12,,3,0
3048,2024,34,2,16,40,2,2
3049,2024,54,2,14,,3,2
3050,2024,64,1,14,,2,1
3051,2024,40,1,18,48,2,1
3052,2024,61,2,13,,3,3
3053,2024,56,2,14,40,1,3
3054,2024,48,2,15,40,2,2
3055,2024,26,1,14,,1,1
3056,2024,42,1,12,65,2,0
3057,2024,55,2,12,,2,1
3058,2024,37,1,18,40,2,2
3059,2024,18,2,11,,1,0
3060,2024,32,1,12,56,2,0
3061,2024,56,2,12,40,1,1
3062,2024,44,1,16,40,1,4
3063,2024,51,1,16,60,2,2
3064,2024,62,2,19,45,1,2
3065,2024,35,1,14,60,2,0
3066,2024,35,2,16,40,1,2
3067,2024,75,1,16,,1,4
3068,2024,60,1,12,72,2,2
3069,2024,37,1,16,40,1,0
3070,2024,41,1,16,60,2,2
3071,2024,58,1,15,40,2,2
3072,2024,43,2,17,50,3,2
3073,2024,31,1,16,40,1,1
3074,2024,46,1,12,65,2,2
3075,2024,39,1,12,60,2,2
3076,2024,35,1,13,40,2,3
3077,2024,20,1,15,35,2,0
3078,2024,73,2,12,,1,2
3079,2024,35,1,19,50,1,0
3080,2024,63,2,16,24,3,4
3081,2024,83,2,16,,2,2
3082,2024,65,1,12,,2,
3083,2024,58,2,19,,2,3
3084,2024,81,2,13,,1,6
3085,2024,61,1,12,,2,2
3086,2024,65,1,12,30,2,2
3087,2024,68,1,12,40,3,3
3088,2024,69,2,14,,2,2
3089,2024,55,2,12,42,2,2
3090,2024,70,2,14,,3,1
3091,2024,57,2,19,72,1,0
3092,2024,70,1,14,40,1,0
3093,2024,67,2,10,,2,2
3094,2024,71,2,13,,2,3
3095,2024,46,2,15,36,1,3
3096,2024,52,1,9,,2,4
3097,2024,54,2,16,,2,0
3098,2024,59,1,14,55,2,3
3099,2024,24,2,15,,1,1
3100,2024,68,1,12,,2,0
3101,2024,35,1,15,40,2,5
3102,2024,82,2,12,75,2,2
3103,2024,82,2,12,,2,0
3104,2024,55,1,11,,3,0
3105,2024,31,2,12,,1,2
3106,2024,46,2,13,0,2,3
3107,2024,58,1,15,,3,4
3108,2024,71,1,14,,2,3
3109,2024,60,1,19,40,3,0
3110,2024,40,1,16,45,2,4
3111,2024,68,1,14,,2,3
3112,2024,30,1,12,40,1,2
3113,2024,85,2,13,,2,2
3114,2024,35,2,16,,2,2
3115,2024,89,2,12,,1,7
3116,2024,75,2,13,,1,2
3117,2024,54,1,17,20,2,0
3118,2024,61,1,19,,2,2
3119,2024,63,1,12,,1,2
3120,2024,67,1,14,,2,0
3121,2024,29,2,15,45,1,1
3122,2024,55,1,16,40,2,0
3123,2024,48,2,14,50,1,2
3124,2024,25,1,16,40,2,0
3125,2024,62,1,15,,2,1
3126,2024,62,1,16,45,1,4
3127,2024,38,2,16,40,2,1
3128,2024,47,1,15,44,2,1
3129,2024,74,1,16,,1,2
3130,2024,65,1,14,,1,3
3131,2024,74,2,12,,1,3
3132,2024,83,2,12,,1,2
3133,2024,59,2,12,,1,2
3134,2024,69,2,13,,2,3
3135,2024,23,1,16,,3,0
3136,2024,63,1,16,,2,0
3137,2024,50,2,14,50,2,1
3138,2024,60,2,20,15,2,0
3139,2024,18,2,11,,2,0
3140,2024,43,1,14,50,2,8
3141,2024,39,1,17,55,2,2
3142,2024,78,1,16,,1,3
3143,2024,36,1,12,40,2,0
3144,2024,42,1,9,40,2,0
3145,2024,51,2,14,5,1,2
3146,2024,76,2,11,,1,2
3147,2024,57,2,12,25,2,2
3148,2024,33,2,16,40,1,2
3149,2024,69,1,12,,1,2
3150,2024,64,1,14,,2,3
3151,2024,67,1,13,,2,4
3152,2024,70,2,15,,1,3
3153,2024,58,1,12,40,2,2
3154,2024,66,1,12,,2,0
3155,2024,53,1,12,62,2,4
3156,2024,70,1,12,,2,2
3157,2024,79,2,13,,2,1
3158,2024,31,2,11,,2,2
3159,2024,26,1,12,40,2,3
3160,2024,49,2,17,40,2,6
3161,2024,26,2,12,,2,1
3162,2024,50,1,14,40,2,2
3163,2024,80,2,7,,2,4
3164,2024,38,2,12,37,2,2
3165,2024,67,1,15,,2,4
3166,2024,18,1,12,12,2,0
3167,2024,40,2,17,40,1,0
3168,2024,37,2,16,,3,2
3169,2024,70,1,12,,3,2
3170,2024,43,2,12,,3,0
3171,2024,68,2,11,,3,2
3172,2024,62,2,11,45,2,3
3173,2024,44,2,14,,2,1
3174,2024,57,2,,,2,3
3175,2024,55,1,10,,3,1
3176,2024,72,2,10,,2,3
3177,2024,65,2,12,,2,2
3178,2024,18,2,9,21,3,0
3179,2024,,2,12,,1,2
3180,2024,49,2,18,40,3,
3181,2024,27,2,14,32,2,2
3182,2024,60,1,11,27,2,0
3183,2024,40,1,13,40,2,2
3184,2024,62,1,15,50,2,6
3185,2024,45,2,15,,2,2
3186,2024,45,2,14,40,1,2
3187,2024,48,1,16,40,2,3
3188,2024,55,2,14,40,2,2
3189,2024,36,2,16,30,2,2
3190,2024,30,2,13,16,2,1
3191,2024,59,2,10,,3,2
3192,2024,67,1,13,,2,1
3193,2024,47,2,14,40,2,2
3194,2024,64,2,16,20,1,0
3195,2024,60,1,11,35,2,0
3196,2024,32,1,14,42,3,2
3197,2024,51,1,12,,3,3
3198,2024,60,2,14,,3,4
3199,2024,62,1,12,,2,0
3200,2024,27,2,11,,3,4
3201,2024,23,2,12,,2,3
3202,2024,25,2,14,,2,2
3203,2024,33,2,13,40,3,3
3204,2024,47,1,20,40,2,1
3205,2024,57,1,15,40,3,2
3206,2024,66,1,14,,3,2
3207,2024,39,2,16,,3,3
3208,2024,38,1,12,,3,0
3209,2024,75,1,12,,3,8
3210,2024,75,1,12,,1,5
3211,2024,73,2,8,,2,4
3212,2024,66,1,12,,2,6
3213,2024,52,1,14,40,3,0
3214,2024,34,2,14,40,2,2
3215,2024,61,2,11,,1,0
3216,2024,44,2,12,14,1,6
3217,2024,34,2,13,40,2,4
3218,2024,53,2,11,,3,3
3219,2024,47,1,12,40,2,1
3220,2024,43,2,11,,2,5
3221,2024,44,2,12,,2,3
3222,2024,52,1,12,,3,8
3223,2024,49,2,8,,1,8
3224,2024,62,1,12,,2,0
3225,2024,28,2,12,,2,0
3226,2024,39,1,12,,2,4
3227,2024,50,2,14,40,2,2
3228,2024,28,2,14,,2,2
3229,2024,44,2,16,46,3,0
3230,2024,44,2,13,40,1,5
3231,2024,42,1,13,29,2,3
3232,2024,29,2,12,,2,2
3233,2024,24,2,11,,2,0
3234,2024,80,2,11,,2,5
3235,2024,63,1,15,,3,1
3236,2024,60,2,14,36,2,0
3237,2024,51,2,16,20,1,2
3238,2024,42,1,12,40,1,3
3239,2024,30,2,11,40,2,6
3240,2024,64,2,14,,1,4
3241,2024,22,2,12,,3,2
3242,2024,42,1,11,7,2,0
3243,2024,39,2,8,,1,2
3244,2024,66,2,14,,1,2
3245,2024,82,1,12,,2,2
3246,2024,89,2,12,,1,3
3247,2024,64,2,16,,2,1
3248,2024,60,1,10,,2,1
3249,2024,64,1,11,,2,2
3250,2024,63,2,18,,2,1
